ID_CORRELATIVO,CODMES,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,ATTRITION,RANG_SDO_PASIVO_MENOS0,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,RANG_NRO_PRODUCTOS_MENOS0,FLG_NOMINA,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5
16283,201208,1,Rang_ingreso_06,Lima,30.0,5.0,0,Rango_SDO_10,68520,69710,72520,73910,75170,76390,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,4,4,4,1,1,1,0,0,0
43483,201208,1,Rang_ingreso_05,Provincia,23.0,3.0,0,Rango_SDO_01,19830,20000,5410,0,820,200,1,1,1,1,1,1,Rango_04,0,2,5,9,6,6,5,0,0,0,0,0,0,0,4,23,8,18,9,1,1,1,1,1,1,0,0,0,0,0,0
77112,201208,1,Rang_ingreso_02,Provincia,27.0,3.0,0,Rango_SDO_06,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,5,2,5,5,9,5,6,5,5,1,3,2,9,12,5,4,15,11,1,2,2,2,2,2,1,1,1,1,1,1
70421,201208,1,Rang_ingreso_06,Lima,31.0,7.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,11,10,4,0,3,2,9,0,0,0,0,0,6,9,1,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
79695,201208,1,,Lima,43.0,3.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,18,28,15,19,19,12,0,0,0,0,0,0,10,20,20,13,15,10,0,0,0,0,0,0,0,0,0,0,0,0
37309,201208,1,Rang_ingreso_06,Lima,31.0,2.0,0,Rango_SDO_05,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,1,1,1,1,2,0,6,15,11,14,9,7,8,13,9,10,10,3,4,4,4,4,4,4,1,1,1,1,1,1
83745,201208,0,Rang_ingreso_01,Lima,20.0,2.0,0,Rango_SDO_02,0,0,0,0,0,0,0,1,1,1,1,1,Rango_02,1,0,0,0,0,0,0,23,21,9,23,23,11,6,10,4,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0
81475,201208,1,Rang_ingreso_01,Lima,30.0,4.0,0,Rango_SDO_08,0,0,0,35710,45310,46500,0,0,0,1,1,1,Rango_02,1,7,9,8,15,12,13,0,0,0,0,0,0,10,11,5,2,11,8,1,1,1,1,3,5,1,1,1,1,1,1
52360,201208,1,Rang_ingreso_06,Lima,30.0,5.0,0,Cero,0,1720,2330,2410,2510,3600,0,1,1,1,1,1,Rango_02,0,3,4,3,4,4,9,0,0,0,0,0,0,0,0,7,3,13,5,4,4,5,5,5,5,1,1,1,1,1,1
32168,201208,1,Rang_ingreso_02,Lima,26.0,5.0,0,Rango_SDO_01,1380,1420,1500,1450,0,0,1,1,1,1,1,1,Rango_04,1,3,6,4,6,7,6,0,0,0,1,0,0,7,12,12,19,14,18,2,2,2,2,2,2,0,0,0,0,0,0
98028,201208,1,Rang_ingreso_07,Provincia,33.0,5.0,0,Rango_SDO_01,19030,21810,23360,25130,29710,27890,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1,1,1,1,1,1
92282,201208,1,Rang_ingreso_03,Lima,46.0,7.0,1,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,6,1,1,1,1,1,1
85967,201208,1,Rang_ingreso_03,Lima,31.0,3.0,0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,0,1,0,0,0,3,20,24,15,17,23,26,2,9,15,8,2,5,5,5,5,5,5,5,1,1,1,1,1,1
97108,201208,1,Rang_ingreso_06,Lima,29.0,6.0,0,Rango_SDO_09,12250,12800,13320,13880,14380,14870,1,1,1,1,1,1,Rango_05,1,5,2,4,5,2,5,0,0,0,0,0,0,29,13,9,30,24,10,2,2,2,2,2,2,0,0,0,0,0,0
4307,201208,1,Rang_ingreso_08,Lima,34.0,9.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,2,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,0,5,5,5,4,4,4,1,1,1,1,1,1
37302,201208,1,Rang_ingreso_04,Lima,36.0,6.0,0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,3,10,1,1,1,1,1,1,1,1,1,1,1,1
98910,201208,0,Rang_ingreso_04,Lima,25.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,0,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,20,11,19,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0
51149,201208,1,Rang_ingreso_04,Provincia,31.0,7.0,0,Rango_SDO_07,52200,52960,53610,54180,54930,55040,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,15,10,11,17,27,15,4,4,4,4,4,4,0,0,0,1,1,0
44349,201208,1,Rang_ingreso_01,Lima,41.0,8.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,11,8,6,6,5,8,3,3,3,3,3,3,1,1,1,1,1,1
87536,201208,1,Rang_ingreso_09,Lima,49.0,7.0,0,Rango_SDO_01,38810,41990,39220,40890,29200,4440,1,1,1,1,1,1,Rango_04,0,2,5,2,4,5,3,0,0,0,0,0,0,0,6,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
67062,201208,1,Rang_ingreso_01,Lima,30.0,9.0,0,Rango_SDO_01,3940,4170,4460,4640,3080,0,1,1,1,1,1,1,Rango_03,1,10,13,11,13,12,10,19,25,16,22,9,12,5,5,4,1,24,2,5,5,6,6,6,6,1,1,1,1,1,1
49413,201208,1,Rang_ingreso_03,Lima,29.0,4.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,4,3,3,3,2,2,2,1,1,1,1,1,1
67694,201208,1,Rang_ingreso_02,Provincia,44.0,4.0,1,Cero,2420,2890,2910,2910,2970,3020,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
97539,201208,1,Rang_ingreso_04,Lima,25.0,7.0,1,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,0,3,3,3,3,3,3,1,1,1,1,1,1
7127,201208,1,Rang_ingreso_02,Lima,23.0,1.0,0,Rango_SDO_01,130,0,0,0,0,0,0,0,0,0,0,0,Rango_03,1,2,1,0,1,0,2,11,9,0,6,3,5,1,3,8,10,5,1,2,1,1,0,0,0,1,1,1,0,0,0
50105,201208,1,Rang_ingreso_07,Lima,35.0,0.0,0,Cero,120,38040,39010,33560,2670,0,1,1,1,1,1,0,Rango_02,0,0,0,0,0,0,0,10,4,5,0,0,0,0,0,2,0,0,0,3,3,3,3,4,3,1,1,1,1,1,1
82908,201208,1,Rang_ingreso_01,Lima,32.0,1.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1
86578,201208,1,Rang_ingreso_06,Lima,30.0,9.0,0,Rango_SDO_07,610,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,4,1,1,3,1,0,0,0,0,0,0,0,7,10,8,11,13,11,1,1,1,0,0,0,0,0,0,0,0,0
28652,201208,1,Rang_ingreso_08,Lima,40.0,5.0,0,Rango_SDO_13,70,0,0,0,0,20,1,1,1,1,1,1,Rango_04,1,3,4,2,6,3,4,0,0,0,0,0,0,4,4,6,5,5,3,1,1,1,1,1,1,0,0,0,0,0,0
97743,201208,1,Rang_ingreso_04,Provincia,27.0,2.0,1,Rango_SDO_01,1860,2080,2180,2320,2450,2540,1,1,1,1,1,1,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,6,12,11,10,10,8,1,1,1,1,1,1,0,0,0,0,0,0
56081,201208,1,Rang_ingreso_09,Lima,60.0,10.0,0,Rango_SDO_14,520,510,810,760,780,630,1,1,1,1,1,1,Rango_04,0,9,17,16,14,12,18,0,0,0,0,0,0,8,10,5,2,6,6,4,4,4,4,4,4,1,1,1,1,1,1
82161,201208,1,Rang_ingreso_09,Lima,36.0,8.0,0,Rango_SDO_07,319100,322050,322740,323330,324000,324660,1,1,1,1,1,1,Rango_04,1,9,9,8,6,7,5,0,0,0,0,0,0,14,15,7,5,8,1,1,1,1,1,0,1,0,0,0,0,0,0
59947,201208,1,Rang_ingreso_06,Lima,30.0,4.0,0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,8,5,5,9,6,6,0,0,0,0,0,0,15,6,5,6,4,5,1,1,1,1,1,1,0,0,0,0,0,0
88844,201208,1,Rang_ingreso_03,Lima,57.0,2.0,0,Rango_SDO_01,13440,13910,14420,14880,15220,13590,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,3,3,3,1,1,1,1,1,1
81138,201208,1,Rang_ingreso_06,Lima,26.0,3.0,0,Rango_SDO_06,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,12,6,5,5,7,7,0,0,0,0,0,0,11,14,17,10,9,17,0,0,0,0,0,0,0,0,0,0,0,0
38654,201208,1,Rang_ingreso_01,Lima,39.0,4.0,1,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,3,9,6,7,0,0,0,1,1,1,0,0,0,1,1,1
57953,201208,1,Rang_ingreso_03,Lima,51.0,8.0,0,Rango_SDO_14,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,11,15,11,13,7,12,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0
8457,201208,1,Rang_ingreso_08,Provincia,35.0,8.0,0,Rango_SDO_13,2290,1960,890,3110,1800,1900,1,1,1,1,1,1,Rango_04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,4,0,1,0,0,0,0
80423,201208,1,Rang_ingreso_02,Lima,27.0,5.0,0,Rango_SDO_05,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,4,4,4,1,1,1,1,1,1
55646,201208,1,Rang_ingreso_07,Lima,50.0,6.0,1,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,8,1,1,1,1,1,1
36564,201208,1,Rang_ingreso_02,Lima,37.0,5.0,0,Rango_SDO_03,410,0,10,50,80,270,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,6,5,5,1,1,1,1,1,1
40123,201208,1,Rang_ingreso_07,Lima,35.0,4.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,0,0,1,2,2,3,13,11,10,6,2,4,19,20,21,29,21,25,4,3,3,3,3,3,0,0,1,1,1,1
3204,201208,1,Rang_ingreso_01,Lima,45.0,1.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,1,1,1,1,1,1
2625,201208,1,Rang_ingreso_02,Lima,38.0,2.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,30,49,51,18,70,48,0,1,1,1,1,1,0,0,0,0,0,0
69603,201208,1,Rang_ingreso_03,Lima,35.0,4.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,0,Rango_03,0,0,0,0,1,0,0,3,4,6,1,0,0,8,13,4,19,4,0,1,0,0,0,0,0,0,0,0,0,0,0
77224,201208,1,Rang_ingreso_03,Lima,29.0,5.0,0,Rango_SDO_01,820,230,30,230,320,530,1,1,1,1,1,1,Rango_03,0,1,2,2,1,1,5,6,7,3,7,2,5,2,2,1,3,1,3,3,3,3,3,3,3,1,1,1,1,1,0
38684,201208,1,Rang_ingreso_06,Lima,27.0,4.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,19,16,18,18,23,17,9,8,6,4,7,7,15,13,12,9,12,14,6,6,6,6,4,4,0,1,1,1,0,0
76053,201208,1,Rang_ingreso_09,Lima,41.0,8.0,0,Rango_SDO_02,1150450,1153740,1150620,1156070,1166770,1143500,1,1,1,1,1,1,Rango_04,1,10,7,8,16,11,7,0,0,0,1,2,1,9,8,6,5,6,6,1,1,1,1,0,1,0,0,0,0,0,0
86733,201208,1,Rang_ingreso_06,Lima,30.0,7.0,0,Rango_SDO_14,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,5,2,2,3,4,1,20,21,19,20,23,25,4,10,8,4,9,4,1,1,1,1,1,1,0,0,0,0,0,0
47790,201208,1,Rang_ingreso_06,Lima,27.0,5.0,0,Rango_SDO_05,0,0,0,0,0,0,1,0,0,0,0,0,Rango_03,1,0,0,0,0,0,0,15,15,16,12,19,12,12,11,10,7,13,10,4,3,2,2,2,2,1,1,1,1,1,1
61165,201208,1,Rang_ingreso_04,Provincia,32.0,5.0,0,Rango_SDO_01,0,0,0,470,270,490,1,1,1,1,1,1,Rango_04,0,0,1,1,1,0,0,0,1,3,1,5,3,3,3,5,2,8,3,1,2,2,2,2,2,0,0,0,0,0,0
21118,201208,0,Rang_ingreso_02,Lima,19.0,2.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,1,2,0,0,0,0,13,31,19,0,2,17,0,0,0,0,0,0,0,0,0,0,0,0
83868,201208,1,Rang_ingreso_09,Lima,40.0,9.0,0,Rango_SDO_13,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,4,0,2,5,5,5,5,5,4,1,1,1,1,1,1
64235,201208,0,,Lima,25.0,1.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,1,0,3,2,1,0,0,0,0,0,0,0,3,2,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0
83335,201208,1,Rang_ingreso_01,Provincia,41.0,2.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,11,14,10,7,12,5,2,2,2,2,3,4,0,1,1,1,1,1
1162,201208,1,Rang_ingreso_06,Provincia,43.0,10.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,7,4,4,3,3,3,3,3,1,1,1,1,1,1
4288,201208,1,Rang_ingreso_04,Lima,25.0,3.0,0,Rango_SDO_06,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,5,5,2,2,3,3,0,0,0,0,1,1,5,0,3,0,0,1,3,3,3,2,2,2,1,1,0,0,0,0
58497,201208,1,Rang_ingreso_03,Lima,31.0,8.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_03,1,0,11,0,3,0,1,18,18,15,20,28,23,28,25,29,36,46,13,1,1,1,1,1,1,1,1,1,1,1,1
64897,201208,1,Rang_ingreso_03,Lima,28.0,5.0,1,Cero,660,910,1170,1530,770,660,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,2,2,1,1,1,1,1,0
52666,201208,1,Rang_ingreso_01,Lima,66.0,3.0,0,Rango_SDO_10,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
26296,201208,1,,Lima,23.0,5.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
88876,201208,1,Rang_ingreso_02,Lima,26.0,1.0,0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,5,1,2,0,3,5,0,0,0,0,21,7,16,10,14,12,0,0,0,0,0,0,0,0,0,0,0,0
69850,201208,1,Rang_ingreso_02,Provincia,39.0,3.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,1,1,4,0,0,0,0,0,0,16,18,9,17,10,15,1,1,1,1,1,1,1,1,1,1,1,1
43566,201208,1,Rang_ingreso_03,Lima,35.0,6.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,4,4,4,4,4,4,1,1,1,1,1,1
62900,201208,1,Rang_ingreso_03,Provincia,43.0,3.0,0,Rango_SDO_01,1620,1440,680,1190,1880,2090,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
38089,201208,0,Rang_ingreso_01,Lima,24.0,4.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,2,4,3,3,1,1,0,0,0,0,0,0,8,8,13,4,13,11,0,0,0,0,0,0,0,0,0,0,0,0
1131,201208,1,Rang_ingreso_06,Provincia,23.0,3.0,0,Rango_SDO_12,49410,49790,7250,6430,7150,7900,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,18,21,22,11,12,15,1,1,1,1,1,1,0,0,0,0,0,0
23650,201208,1,,Lima,33.0,6.0,0,Rango_SDO_01,0,260,440,280,510,320,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,2,2,2,2,1,1,1,1,1,1
41955,201208,1,Rang_ingreso_07,Lima,47.0,10.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,1,1,Rango_02,1,2,2,3,1,1,1,0,0,0,0,0,0,14,7,8,5,7,5,1,1,1,1,1,2,0,0,0,0,0,0
4053,201208,1,Rang_ingreso_06,Lima,27.0,8.0,0,Rango_SDO_14,28970,30270,31480,32750,34010,35160,1,1,1,1,1,1,Rango_05,0,0,1,1,0,0,1,11,12,12,11,10,13,2,3,5,9,12,4,3,3,3,3,3,3,1,1,1,1,0,1
70381,201208,1,Rang_ingreso_09,Lima,27.0,4.0,0,Rango_SDO_11,104360,105460,107680,109910,113480,116510,1,1,1,1,1,1,Rango_05,1,1,2,1,5,6,4,2,1,0,3,1,0,0,6,6,6,3,6,2,2,2,2,2,2,1,1,1,1,1,1
41246,201208,1,Rang_ingreso_06,Lima,33.0,7.0,0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,0,0,1,0,0,0,5,8,3,6,9,7,3,7,6,10,3,5,5,6,6,6,6,6,1,1,1,1,1,1
11254,201208,1,Rang_ingreso_06,Lima,34.0,7.0,0,Rango_SDO_01,13490,13840,14200,14460,14820,15150,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,15,10,17,16,21,19,15,7,6,12,7,17,3,3,3,3,3,3,1,1,1,1,1,1
85681,201208,1,Rang_ingreso_03,Lima,34.0,6.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,0,0,0,2,13,1,0,0,0,0,5,6,2,2,10,2,2,2,2,2,2,0,0,0,0,0,0
50599,201208,1,Rang_ingreso_09,Lima,56.0,6.0,0,Cero,160120,163120,163920,165000,11000,0,1,1,1,1,1,0,Rango_03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,6,6,6,6,6,5,1,1,1,1,1,1
39939,201208,1,Rang_ingreso_06,Lima,33.0,10.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
41759,201208,1,,Lima,39.0,2.0,0,Rango_SDO_13,0,0,0,0,0,0,1,1,1,1,1,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,37,46,70,63,52,54,0,0,0,0,0,0,0,0,0,0,0,0
62355,201208,1,Rang_ingreso_04,Provincia,41.0,5.0,0,Rango_SDO_01,0,0,0,0,5260,3790,0,0,0,1,1,1,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,6,8,4,2,2,2,2,6,6,1,1,1,1,1,1
24675,201208,1,Rang_ingreso_06,Lima,32.0,3.0,0,Rango_SDO_01,18420,19470,20390,21300,22100,23120,1,1,1,1,1,1,Rango_04,1,0,3,0,0,9,14,0,0,0,0,0,2,13,15,13,10,18,33,2,2,2,2,3,3,1,1,1,1,1,1
91915,201208,1,Rang_ingreso_01,Lima,24.0,3.0,0,Rango_SDO_02,1330,690,360,3250,5910,5950,1,1,1,1,1,1,Rango_03,1,1,1,2,2,1,5,7,8,9,10,7,3,24,14,14,18,9,10,2,2,2,2,1,1,1,1,1,1,0,0
82808,201208,0,Rang_ingreso_01,Lima,22.0,2.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,1,1,0,Rango_03,1,2,0,0,0,0,0,27,25,19,0,0,0,4,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
29309,201208,1,Rang_ingreso_03,Lima,32.0,9.0,0,Rango_SDO_08,3870,1380,2120,730,0,0,1,1,1,1,1,0,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,23,20,19,18,23,13,1,1,1,2,2,1,0,0,0,1,1,1
12427,201208,1,Rang_ingreso_02,Lima,21.0,4.0,0,Rango_SDO_01,3190,3240,3350,3300,3300,1700,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,16,11,4,3,3,6,25,16,20,6,11,15,1,1,1,1,2,2,0,0,0,0,0,0
37733,201208,1,Rang_ingreso_01,Lima,35.0,8.0,0,Rango_SDO_02,1460,1780,2100,2390,2700,2780,1,1,1,1,1,1,Rango_05,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,4,9,18,3,3,3,3,3,3,1,1,1,1,1,1
24578,201208,1,Rang_ingreso_03,Lima,22.0,4.0,0,Rango_SDO_06,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,0,1,0,1,0,0,0,0,0,0,0,0,16,9,7,16,10,16,0,0,0,0,2,2,0,0,0,0,0,0
59179,201208,1,Rang_ingreso_05,Lima,26.0,1.0,0,Rango_SDO_01,17790,18830,19500,16890,17400,18160,1,1,1,1,1,1,Rango_04,0,5,3,6,7,7,8,1,0,0,0,0,0,0,1,6,2,5,15,3,3,3,3,3,3,1,1,1,1,1,1
21485,201208,1,Rang_ingreso_01,Lima,48.0,5.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,1,1,1,1,1,1
36457,201208,1,Rang_ingreso_05,Lima,35.0,4.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,2,3,9,4,6,5,8,2,5,2,2,0,2,7,6,13,6,5,2,2,2,1,1,1,0,1,0,0,0,0
14828,201208,1,Rang_ingreso_04,Lima,27.0,5.0,1,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,2,5,12,4,0,0,0,3,7,4,0,0,0,5,9,5,1,1,1,2,2,2,1,1,1,1,1,1
89317,201208,1,Rang_ingreso_02,Lima,31.0,4.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,12,7,4,2,0,0,5,5,5,5,5,5,1,1,1,1,1,1
1527,201208,0,,Lima,27.0,3.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,0,2,0,3,1,20,19,23,22,20,24,31,30,36,26,28,21,0,0,0,0,0,0,0,0,0,0,0,0
17800,201208,1,Rang_ingreso_01,Lima,51.0,2.0,0,Cero,1490,1880,1130,170,560,950,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,5,5,1,1,1,1,1,1
6795,201208,1,Rang_ingreso_06,Lima,27.0,4.0,0,Rango_SDO_05,9490,9650,9820,9950,10000,5160,1,1,1,1,1,1,Rango_04,1,0,1,4,0,0,0,12,12,14,11,3,7,30,15,41,37,52,57,2,2,2,2,2,2,1,1,1,1,1,1
44505,201208,1,Rang_ingreso_01,Lima,59.0,7.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,1,1,1,1,1,1
55961,201208,1,Rang_ingreso_02,Lima,26.0,7.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,1,1,Rango_02,0,0,0,0,0,0,1,0,2,1,2,6,16,0,1,0,0,1,4,3,3,3,3,2,3,1,1,1,1,1,1
26206,201208,1,Rang_ingreso_03,Lima,32.0,9.0,0,Rango_SDO_05,0,0,0,0,0,10,0,0,0,0,1,1,Rango_02,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0
